來源檔案,工作表,分組,原始列號,編號,匿名代碼,第一輔分,第二輔分,第三輔分,第四輔分,名次,註記,升段(組),第1場,第1場成績,第2場,第2場成績,第3場,第3場成績,第4場,第4場成績,第5場,第5場成績,第6場,第6場成績,勝場
初段組戰績表.xlsx,初段組,初段組,5,4,P138,13,7,0,64,15,,,3,O,1,X,8,O,34↑,X,7,O,,,3
初段組戰績表.xlsx,初段組,初段組,6,5,P323,12,7,0,65,17,,,6,O,8,O,1,X,7,O,11,X,,,3
初段組戰績表.xlsx,初段組,初段組,7,6,P221,10,8,0,56,37,,,5,X,7,X,2,X,36↑,O,3,X,,,1
初段組戰績表.xlsx,初段組,初段組,8,7,P519,11,8,0,57,30,,,8,X,6,O,3,O,5,X,4,X,,,2
初段組戰績表.xlsx,初段組,初段組,9,8,P610,12,9,0,61,26,,,7,O,5,X,4,X,2,O,9,X,,,2
初段組戰績表.xlsx,初段組,初段組,10,9,P275,14,9,0,67,14,,,10,X,12,O,11,X,3,O,8,O,,,3
初段組戰績表.xlsx,初段組,初段組,11,10,P067,17,0,0,77,2,加賽,二段,9,O,11,O,13,O,1,O,34,O,,,5
初段組戰績表.xlsx,初段組,初段組,12,11,P489,15,5,0,73,3,,二段,12,O,10,X,9,O,13,O,5,O,,,4
初段組戰績表.xlsx,初段組,初段組,13,12,P333,13,12,0,55,33,,,11,X,9,X,15,O,16,X,19,X,,,1
初段組戰績表.xlsx,初段組,初段組,14,13,P166,17,9,0,69,10,,,14,O,16,O,10,X,11,X,17,O,,,3
初段組戰績表.xlsx,初段組,初段組,15,14,P433,13,7,0,61,16,,,13,X,15,O,16,O,17,O,25,X,,,3
初段組戰績表.xlsx,初段組,初段組,16,15,P619,9,9,0,55,38,,,16,X,14,X,12,X,19,X,28,O,,,1
初段組戰績表.xlsx,初段組,初段組,17,16,P596,10,6,0,63,19,,,15,O,13,X,14,X,12,O,21,O,,,3
初段組戰績表.xlsx,初段組,初段組,18,17,P672,14,11,0,62,22,,,18,X,19,O,20,O,14,X,13,X,,,2
初段組戰績表.xlsx,初段組,初段組,19,18,P700,12,0,0,76,1,加賽,二段,17,O,20,O,22,O,29,O,1↓,O,,,5
初段組戰績表.xlsx,初段組,初段組,20,19,P112,7,5,0,60,32,,,20,X,17,X,21,X,15,O,12,O,,,2
初段組戰績表.xlsx,初段組,初段組,21,20,P647,13,11,0,56,34,,,19,O,18,X,17,X,21,X,23,X,,,1
初段組戰績表.xlsx,初段組,初段組,22,21,P463,11,8,0,58,29,,,22,X,24,X,19,O,20,O,16,X,,,2
初段組戰績表.xlsx,初段組,初段組,23,22,P201,15,9,0,59,13,,,21,O,23,O,18,X,25,X,24,O,,,3
初段組戰績表.xlsx,初段組,初段組,24,23,P110,12,9,0,64,25,,,24,O,22,X,25,X,30,X,20,O,,,2
初段組戰績表.xlsx,初段組,初段組,25,24,P641,13,9,0,59,23,,,23,X,21,O,27,X,33,O,22,X,,,2
初段組戰績表.xlsx,初段組,初段組,26,25,P648,11,3,0,69,6,,二段,26,X,28,O,23,O,22,O,14,O,,,4
初段組戰績表.xlsx,初段組,初段組,27,26,P476,17,7,0,64,11,,,25,O,27,O,29,X,31,X,30,O,,,3
初段組戰績表.xlsx,初段組,初段組,28,27,P469,10,3,0,73,7,,二段,28,O,26,X,24,O,37,O,32,O,,,4
初段組戰績表.xlsx,初段組,初段組,29,28,P688,12,12,0,50,40,,,27,X,25,X,30,X,40,X,15,X,,,0
初段組戰績表.xlsx,初段組,初段組,30,29,P184,17,9,0,71,9,,,30,O,32,O,26,O,18,X,31,X,,,3
初段組戰績表.xlsx,初段組,初段組,31,30,P101,12,10,0,72,24,,,29,X,31,X,28,O,23,O,26,X,,,2
初段組戰績表.xlsx,初段組,初段組,32,31,P634,14,3,0,73,5,,二段,32,X,30,O,35,O,26,O,29,O,,,4
初段組戰績表.xlsx,初段組,初段組,33,32,P035,16,7,0,61,12,,,31,O,29,X,36,O,38,O,27,X,,,3
初段組戰績表.xlsx,初段組,初段組,34,33,P003,11,9,0,57,28,,,34,X,35,X,40,O,24,X,39,O,,,2
初段組戰績表.xlsx,初段組,初段組,35,34,P633,14,5,0,68,4,,二段,33,O,36,O,37,O,4↓,O,10,X,,,4
初段組戰績表.xlsx,初段組,初段組,36,35,P036,11,6,0,63,18,,,36,X,33,O,31,X,39,O,37,O,,,3
初段組戰績表.xlsx,初段組,初段組,37,36,P039,12,8,0,59,27,,,35,O,34,X,32,X,6↓,X,40,O,,,2
初段組戰績表.xlsx,初段組,初段組,38,37,P285,15,11,0,54,21,,,38,O,39,O,34,X,27,X,35,X,,,2
初段組戰績表.xlsx,初段組,初段組,39,38,P129,8,5,0,61,20,,,37,X,40,O,39,O,32,X,2↓,O,,,3
初段組戰績表.xlsx,初段組,初段組,40,39,P251,11,10,0,53,36,,,40,O,37,X,38,X,35,X,33,X,,,1
初段組戰績表.xlsx,初段組,初段組,41,40,P116,8,8,0,54,39,,,39,X,38,X,33,X,28,O,36,X,,,1
四段組戰績表.xlsx,四段組,四段組,2,1,P120,15,12,0,111,54,,,2,X,65↑,X,8,X,14,O,6,O,5,X,2
四段組戰績表.xlsx,四段組,四段組,3,2,P459,22,9,0,120,12,,,1,O,4,O,7,X,5,O,11,X,47↑,O,4
四段組戰績表.xlsx,四段組,四段組,4,3,P216,16,6,0,114,21,,,4,X,6,X,66↑,O,8,O,9,O,10,O,4
四段組戰績表.xlsx,四段組,四段組,5,4,P526,23,9,0,124,10,,,3,O,2,X,62↑,O,10,O,16,O,7,X,4
四段組戰績表.xlsx,四段組,四段組,6,5,P677,21,14,0,115,27,,,6,O,7,X,9,O,2,X,56↑,X,1,O,3
四段組戰績表.xlsx,四段組,四段組,7,6,P417,19,14,0,102,47,,,5,X,3,O,11,X,63↑,X,1,X,12,O,2
四段組戰績表.xlsx,四段組,四段組,8,7,P186,23,5,0,126,2,,五段,8,O,5,O,2,O,16,O,25,X,4,O,5
四段組戰績表.xlsx,四段組,四段組,9,8,P261,19,12,0,102,32,,,7,X,9,X,1,O,3,X,61↑,O,13,O,3
四段組戰績表.xlsx,四段組,四段組,10,9,P589,16,10,0,109,39,,,10,X,8,O,5,X,12,O,3,X,15,O,3
四段組戰績表.xlsx,四段組,四段組,11,10,P621,21,12,0,107,29,,,9,O,11,O,16,X,4,X,13,O,3,X,3
四段組戰績表.xlsx,四段組,四段組,12,11,P588,17,8,0,109,19,,,12,O,10,X,6,O,13,O,2,O,18,X,4
四段組戰績表.xlsx,四段組,四段組,13,12,P264,14,13,0,89,64,,,11,X,14,O,13,X,9,X,19,X,6,X,1
四段組戰績表.xlsx,四段組,四段組,14,13,P337,16,14,0,99,50,,,14,O,16,X,12,O,11,X,10,X,8,X,2
四段組戰績表.xlsx,四段組,四段組,15,14,P479,9,9,0,89,65,,,13,X,12,X,15,X,1,X,32,X,40,O,1
四段組戰績表.xlsx,四段組,四段組,16,15,P126,18,15,0,94,49,,,16,X,18,X,14,O,19,O,17,X,9,X,2
四段組戰績表.xlsx,四段組,四段組,17,16,P615,19,9,0,122,16,,,15,O,13,O,10,O,7,X,4,X,17,O,4
四段組戰績表.xlsx,四段組,四段組,18,17,P357,21,11,0,112,30,,,18,O,20,O,24,X,23,X,15,O,16,X,3
四段組戰績表.xlsx,四段組,四段組,19,18,P505,17,3,0,115,7,,,17,X,15,O,20,O,28,O,23,O,11,O,5
四段組戰績表.xlsx,四段組,四段組,20,19,P210,12,10,0,99,59,,,20,X,22,X,26,O,15,X,12,O,21,X,2
四段組戰績表.xlsx,四段組,四段組,21,20,P242,17,11,0,105,36,,,19,O,17,X,18,X,21,X,22,O,28,O,3
四段組戰績表.xlsx,四段組,四段組,22,21,P192,18,11,0,100,35,,,22,O,24,X,23,X,20,O,27,X,19,O,3
四段組戰績表.xlsx,四段組,四段組,23,22,P188,15,12,0,101,55,,,21,X,19,O,28,X,27,X,20,X,26,O,2
四段組戰績表.xlsx,四段組,四段組,24,23,P558,20,13,0,109,31,,,24,X,26,O,21,O,17,O,18,X,27,X,3
四段組戰績表.xlsx,四段組,四段組,25,24,P014,21,9,0,125,14,,,23,O,21,O,17,O,25,X,31,X,29,O,4
四段組戰績表.xlsx,四段組,四段組,26,25,P351,22,6,0,127,3,,五段,26,O,28,O,31,O,24,O,7,O,60,X,5
四段組戰績表.xlsx,四段組,四段組,27,26,P258,17,15,0,96,60,,,25,X,23,X,19,X,32,O,33,X,22,X,1
四段組戰績表.xlsx,四段組,四段組,28,27,P716,15,5,0,110,23,,,28,X,29,X,32,O,22,O,21,O,23,O,4
四段組戰績表.xlsx,四段組,四段組,29,28,P686,22,16,0,107,44,,,27,O,25,X,22,O,18,X,29,X,20,X,2
四段組戰績表.xlsx,四段組,四段組,30,29,P491,21,12,0,112,28,,,30,X,27,O,33,O,31,X,28,O,24,X,3
四段組戰績表.xlsx,四段組,四段組,31,30,P332,18,7,0,112,17,,,29,O,31,X,34,O,35,X,36,O,38,O,4
四段組戰績表.xlsx,四段組,四段組,32,31,P303,23,10,0,115,9,,,32,O,30,O,25,X,29,O,24,O,39,X,4
四段組戰績表.xlsx,四段組,四段組,33,32,P130,14,12,0,91,58,,,31,X,33,X,27,X,26,X,14,O,42,O,2
四段組戰績表.xlsx,四段組,四段組,34,33,P503,13,8,0,104,43,,,34,X,32,O,29,X,36,X,26,O,37,O,3
四段組戰績表.xlsx,四段組,四段組,35,34,P437,15,9,0,99,42,,,33,O,35,X,30,X,41,X,42,O,36,O,3
四段組戰績表.xlsx,四段組,四段組,36,35,P328,22,13,0,100,26,,,36,O,34,O,39,X,30,O,44,X,46,X,3
四段組戰績表.xlsx,四段組,四段組,37,36,P472,16,13,0,95,51,,,35,X,38,X,40,O,33,O,30,X,34,X,2
四段組戰績表.xlsx,四段組,四段組,38,37,P652,21,16,0,95,46,,,38,O,39,X,41,O,44,X,46,X,33,X,2
四段組戰績表.xlsx,四段組,四段組,39,38,P327,15,10,0,106,41,,,37,X,36,O,42,O,47,X,41,O,30,X,3
四段組戰績表.xlsx,四段組,四段組,40,39,P429,19,6,0,124,5,,五段,40,O,37,O,35,O,45,O,60,X,31,O,5
四段組戰績表.xlsx,四段組,四段組,41,40,P478,12,12,0,88,66,,,39,X,42,X,36,X,43,X,59,X,14,X,0
四段組戰績表.xlsx,四段組,四段組,42,41,P622,16,12,0,98,52,,,42,O,44,X,37,X,34,O,38,X,48,X,2
四段組戰績表.xlsx,四段組,四段組,43,42,P040,14,14,0,87,63,,,41,X,40,O,38,X,46,X,34,X,32,X,1
四段組戰績表.xlsx,四段組,四段組,44,43,P601,15,15,0,89,62,,,44,X,46,X,49,X,40,O,48,X,59,X,1
四段組戰績表.xlsx,四段組,四段組,45,44,P618,17,9,0,119,18,,,43,O,41,O,45,X,37,O,35,O,56,X,4
四段組戰績表.xlsx,四段組,四段組,46,45,P649,25,10,0,109,8,,,46,O,47,O,44,O,39,X,50,O,63,X,4
四段組戰績表.xlsx,四段組,四段組,47,46,P117,15,8,0,118,22,,,45,X,43,O,47,X,42,O,37,O,35,O,4
四段組戰績表.xlsx,四段組,四段組,48,47,P017,21,8,0,116,15,,,48,O,45,X,46,O,38,O,51,O,2↓,X,4
四段組戰績表.xlsx,四段組,四段組,49,48,P520,16,11,0,101,38,,,47,X,49,O,50,X,52,X,43,O,41,O,3
四段組戰績表.xlsx,四段組,四段組,50,49,P607,14,12,0,99,57,,,50,X,48,X,43,O,57,X,64,X,66,O,2
四段組戰績表.xlsx,四段組,四段組,51,50,P220,18,11,0,114,34,,,49,O,51,X,48,O,54,O,45,X,52,X,3
四段組戰績表.xlsx,四段組,四段組,52,51,P238,23,14,0,118,24,,,52,O,50,O,54,O,60,X,47,X,55,X,3
四段組戰績表.xlsx,四段組,四段組,53,52,P200,17,7,0,113,20,,,51,X,53,O,55,X,48,O,54,O,50,O,4
四段組戰績表.xlsx,四段組,四段組,54,53,P145,15,12,0,101,55,,,54,X,52,X,57,X,59,O,66,O,61,X,2
四段組戰績表.xlsx,四段組,四段組,55,54,P436,19,13,0,113,48,,,53,O,55,O,51,X,50,X,52,X,57,X,2
四段組戰績表.xlsx,四段組,四段組,56,55,P367,22,7,0,121,13,,,56,O,54,X,52,O,62,O,63,X,51,O,4
四段組戰績表.xlsx,四段組,四段組,57,56,P283,20,4,0,121,4,,五段,55,X,57,O,58,O,65,O,5↓,O,44,O,5
四段組戰績表.xlsx,四段組,四段組,58,57,P449,18,12,0,113,33,,,58,X,56,X,53,O,49,O,62,X,54,O,3
四段組戰績表.xlsx,四段組,四段組,59,58,P075,22,11,0,119,11,,,57,O,60,X,56,X,64,O,65,O,62,O,4
四段組戰績表.xlsx,四段組,四段組,60,59,P270,15,14,0,95,53,,,60,X,61,X,64,X,53,X,40,O,43,O,2
四段組戰績表.xlsx,四段組,四段組,61,60,P127,21,0,0,122,1,,五段,59,O,58,O,65,O,51,O,39,O,25,O,6
四段組戰績表.xlsx,四段組,四段組,62,61,P293,16,11,0,107,37,,,62,X,59,O,63,X,66,O,8↓,X,53,O,3
四段組戰績表.xlsx,四段組,四段組,63,62,P165,23,12,0,120,25,,,61,O,63,O,4↓,X,55,X,57,O,58,X,3
四段組戰績表.xlsx,四段組,四段組,64,63,P203,19,3,0,121,6,,五段,64,O,62,X,61,O,6↓,O,55,O,45,O,5
四段組戰績表.xlsx,四段組,四段組,65,64,P057,16,10,0,107,40,,,63,X,66,X,59,O,58,X,49,O,65,O,3
四段組戰績表.xlsx,四段組,四段組,66,65,P613,21,18,0,110,45,,,66,O,1↓,O,60,X,56,X,58,X,64,X,2
四段組戰績表.xlsx,四段組,四段組,67,66,P171,16,13,0,98,61,,,65,X,64,O,3↓,X,61,X,53,X,49,X,1
己組戰績表.xlsx,己組,己組,2,1,P675,12,8,0,66,20,,,2,X,3,X,26↑,O,10,X,5,O,,,2
己組戰績表.xlsx,己組,己組,3,2,P500,15,7,0,62,7,,,1,O,4,O,8,X,6,O,14,X,,,3
己組戰績表.xlsx,己組,己組,4,3,P109,15,12,0,67,15,,,4,X,1,O,28↑,X,11,O,9,X,,,2
己組戰績表.xlsx,己組,己組,5,4,P567,12,3,0,68,5,,,3,O,2,X,5,O,9,O,8,O,,,4
己組戰績表.xlsx,己組,己組,6,5,P321,11,11,0,59,26,,,6,X,7,O,4,X,25↑,X,1,X,,,1
己組戰績表.xlsx,己組,己組,7,6,P414,14,10,0,62,16,,,5,O,8,X,10,O,2,X,24↑,X,,,2
己組戰績表.xlsx,己組,己組,8,7,P079,9,9,0,53,28,,,8,X,5,X,12,X,27↑,X,16,X,,,0
己組戰績表.xlsx,己組,己組,9,8,P118,13,8,0,67,10,,,7,O,6,O,2,O,13,X,4,X,,,3
己組戰績表.xlsx,己組,己組,10,9,P355,14,8,0,69,8,,,10,O,11,O,13,X,4,X,3,O,,,3
己組戰績表.xlsx,己組,己組,11,10,P159,11,5,0,62,14,,,9,X,12,O,6,X,1,O,19,O,,,3
己組戰績表.xlsx,己組,己組,12,11,P709,14,12,0,60,23,,,12,O,9,X,14,X,3,X,21↑,X,,,1
己組戰績表.xlsx,己組,己組,13,12,P623,9,7,0,56,22,,,11,X,10,X,7,O,15,O,20,X,,,2
己組戰績表.xlsx,己組,己組,14,13,P543,17,5,0,63,2,,,14,O,15,O,9,O,8,O,28,X,,,4
己組戰績表.xlsx,己組,己組,15,14,P199,11,4,0,67,6,,,13,X,16,O,11,O,19,O,2,O,,,4
己組戰績表.xlsx,己組,己組,16,15,P341,10,8,0,59,21,,,16,O,13,X,19,X,12,X,17,O,,,2
己組戰績表.xlsx,己組,己組,17,16,P694,8,8,0,54,27,,,15,X,14,X,17,X,23,X,7,O,,,1
己組戰績表.xlsx,己組,己組,18,17,P108,12,11,0,59,24,,,18,X,19,X,16,O,20,X,15,X,,,1
己組戰績表.xlsx,己組,己組,19,18,P139,16,5,0,63,3,,,17,O,20,O,24,O,28,X,25,O,,,4
己組戰績表.xlsx,己組,己組,20,19,P289,13,10,0,56,18,,,20,X,17,O,15,O,14,X,10,X,,,2
己組戰績表.xlsx,己組,己組,21,20,P482,12,7,0,61,12,,,19,O,18,X,21,X,17,O,12,O,,,3
己組戰績表.xlsx,己組,己組,22,21,P712,11,6,0,64,13,,,22,X,23,O,20,O,24,X,11↓,O,,,3
己組戰績表.xlsx,己組,己組,23,22,P134,14,10,0,61,17,,,21,O,24,X,25,X,26,X,23,O,,,2
己組戰績表.xlsx,己組,己組,24,23,P107,12,11,0,57,25,,,24,X,21,X,27,X,16,O,22,X,,,1
己組戰績表.xlsx,己組,己組,25,24,P525,12,4,0,67,4,,,23,O,22,O,18,X,21,O,6↓,O,,,4
己組戰績表.xlsx,己組,己組,26,25,P488,12,7,0,67,11,,,26,X,27,O,22,O,5↓,O,18,X,,,3
己組戰績表.xlsx,己組,己組,27,26,P208,14,7,0,65,9,,,25,O,28,X,1↓,X,22,O,27,O,,,3
己組戰績表.xlsx,己組,己組,28,27,P403,12,11,0,62,19,,,28,X,25,X,23,O,7↓,O,26,X,,,2
己組戰績表.xlsx,己組,己組,29,28,P495,15,0,0,74,1,,,27,O,26,O,3↓,O,18,O,13,O,,,5
幼幼組戰績表.xlsx,幼幼組,幼幼組,2,1,P424,7,6,0,29,12,,,2,X,14↑,X,3,O,8,X,,,,,1
幼幼組戰績表.xlsx,幼幼組,幼幼組,3,2,P481,9,8,0,28,10,,,1,O,4,X,6,X,11↑,X,,,,,1
幼幼組戰績表.xlsx,幼幼組,幼幼組,4,3,P606,6,6,0,29,13,,,4,X,6,X,1,X,12,O,,,,,1
幼幼組戰績表.xlsx,幼幼組,幼幼組,5,4,P512,8,4,0,37,2,,,3,O,2,O,5,O,10,X,,,,,3
幼幼組戰績表.xlsx,幼幼組,幼幼組,6,5,P010,11,6,0,31,6,,,6,O,7,O,4,X,14,X,,,,,2
幼幼組戰績表.xlsx,幼幼組,幼幼組,7,6,P324,7,5,0,34,8,,,5,X,3,O,2,O,7,X,,,,,2
幼幼組戰績表.xlsx,幼幼組,幼幼組,8,7,P006,8,2,0,34,4,,,8,O,5,X,9,O,6,O,,,,,3
幼幼組戰績表.xlsx,幼幼組,幼幼組,9,8,P253,6,5,0,32,9,,,7,X,9,X,12,O,1,O,,,,,2
幼幼組戰績表.xlsx,幼幼組,幼幼組,10,9,P632,10,7,0,33,7,,,10,X,8,O,7,X,13,O,,,,,2
幼幼組戰績表.xlsx,幼幼組,幼幼組,11,10,P391,11,0,0,32,1,,,9,O,11,O,14,O,4,O,,,,,4
幼幼組戰績表.xlsx,幼幼組,幼幼組,12,11,P051,6,4,0,35,5,,,12,O,10,X,13,O,2↓,O,,,,,3
幼幼組戰績表.xlsx,幼幼組,幼幼組,13,12,P228,7,7,0,26,14,,,11,X,13,X,8,X,3,X,,,,,0
幼幼組戰績表.xlsx,幼幼組,幼幼組,14,13,P016,8,8,0,31,11,,,14,X,12,O,11,X,9,X,,,,,1
幼幼組戰績表.xlsx,幼幼組,幼幼組,15,14,P681,8,4,0,37,2,,,13,O,1↓,O,10,X,5,O,,,,,3
戊Ａ組戰績表.xlsx,戊Ａ組,戊Ａ組,2,1,P468,17,12,0,60,20,,,2,O,4,O,7,X,34↑,X,5,X,,,2
戊Ａ組戰績表.xlsx,戊Ａ組,戊Ａ組,3,2,P284,8,4,0,67,19,,丁組,1,X,35↑,X,3,O,9,O,6,O,,,3
戊Ａ組戰績表.xlsx,戊Ａ組,戊Ａ組,4,3,P243,9,9,0,40,36,,,4,X,6,X,2,X,30↑,X,空,O,,,1
戊Ａ組戰績表.xlsx,戊Ａ組,戊Ａ組,5,4,P470,10,8,0,66,29,,,3,O,1,X,5,X,33↑,X,8,O,,,2
戊Ａ組戰績表.xlsx,戊Ａ組,戊Ａ組,6,5,P349,13,7,0,64,14,,丁組,6,O,7,X,4,O,10,X,1,O,,,3
戊Ａ組戰績表.xlsx,戊Ａ組,戊Ａ組,7,6,P102,11,9,0,55,26,,,5,X,3,O,9,O,11,X,2,X,,,2
戊Ａ組戰績表.xlsx,戊Ａ組,戊Ａ組,8,7,P281,14,5,0,72,3,,丁組,8,O,5,O,1,O,16,O,34,X,,,4
戊Ａ組戰績表.xlsx,戊Ａ組,戊Ａ組,9,8,P400,11,11,0,57,34,,,7,X,10,X,12,X,17,O,4,X,,,1
戊Ａ組戰績表.xlsx,戊Ａ組,戊Ａ組,10,9,P072,13,10,0,52,33,,,10,O,11,X,6,X,2,X,12,X,,,1
戊Ａ組戰績表.xlsx,戊Ａ組,戊Ａ組,11,10,P655,12,6,0,60,16,,丁組,9,X,8,O,13,O,5,O,18↑,X,,,3
戊Ａ組戰績表.xlsx,戊Ａ組,戊Ａ組,12,11,P516,12,7,0,59,15,,丁組,12,O,9,O,16,X,6,O,21,X,,,3
戊Ａ組戰績表.xlsx,戊Ａ組,戊Ａ組,13,12,P156,9,7,0,63,30,,,11,X,14,X,8,O,13,X,9,O,,,2
戊Ａ組戰績表.xlsx,戊Ａ組,戊Ａ組,14,13,P668,13,9,0,59,24,,,14,O,16,X,10,X,12,O,15,X,,,2
戊Ａ組戰績表.xlsx,戊Ａ組,戊Ａ組,15,14,P464,14,9,0,58,23,,,13,X,12,O,15,O,21,X,22,X,,,2
戊Ａ組戰績表.xlsx,戊Ａ組,戊Ａ組,16,15,P271,8,5,0,70,18,,丁組,16,X,17,O,14,X,19,O,13,O,,,3
戊Ａ組戰績表.xlsx,戊Ａ組,戊Ａ組,17,16,P587,16,8,0,60,11,,丁組,15,O,13,O,11,O,7,X,24,X,,,3
戊Ａ組戰績表.xlsx,戊Ａ組,戊Ａ組,18,17,P375,12,12,0,51,37,,,18,X,15,X,20,X,8,X,25↑,X,,,0
戊Ａ組戰績表.xlsx,戊Ａ組,戊Ａ組,19,18,P473,10,0,0,75,2,加賽,丁組,17,O,19,O,22,O,28,O,10↓,O,,,5
戊Ａ組戰績表.xlsx,戊Ａ組,戊Ａ組,20,19,P257,15,14,0,46,32,,,20,O,18,X,21,X,15,X,27,X,,,1
戊Ａ組戰績表.xlsx,戊Ａ組,戊Ａ組,21,20,P193,10,10,0,61,35,,,19,X,21,X,17,O,23,X,36,X,,,1
戊Ａ組戰績表.xlsx,戊Ａ組,戊Ａ組,22,21,P212,10,3,0,69,7,,丁組,22,X,20,O,19,O,14,O,11,O,,,4
戊Ａ組戰績表.xlsx,戊Ａ組,戊Ａ組,23,22,P137,18,9,0,61,8,,丁組,21,O,23,O,18,X,24,X,14,O,,,3
戊Ａ組戰績表.xlsx,戊Ａ組,戊Ａ組,24,23,P280,14,7,0,69,12,,丁組,24,O,22,X,26,X,20,O,29,O,,,3
戊Ａ組戰績表.xlsx,戊Ａ組,戊Ａ組,25,24,P363,13,3,0,74,5,,丁組,23,X,25,O,29,O,22,O,16,O,,,4
戊Ａ組戰績表.xlsx,戊Ａ組,戊Ａ組,26,25,P418,12,10,0,61,25,,,26,X,24,X,27,O,29,X,17↓,O,,,2
戊Ａ組戰績表.xlsx,戊Ａ組,戊Ａ組,27,26,P031,14,3,0,74,4,,丁組,25,O,28,X,23,O,31,O,33,O,,,4
戊Ａ組戰績表.xlsx,戊Ａ組,戊Ａ組,28,27,P399,8,7,0,56,31,,,28,X,30,X,25,X,空,O,19,O,,,2
戊Ａ組戰績表.xlsx,戊Ａ組,戊Ａ組,29,28,P692,18,9,0,58,9,,丁組,27,O,26,O,31,O,18,X,37,X,,,3
戊Ａ組戰績表.xlsx,戊Ａ組,戊Ａ組,30,29,P354,14,10,0,64,22,,,30,O,31,X,24,X,25,O,23,X,,,2
戊Ａ組戰績表.xlsx,戊Ａ組,戊Ａ組,31,30,P502,11,8,0,61,27,,,29,X,27,O,33,X,3↓,O,31,X,,,2
戊Ａ組戰績表.xlsx,戊Ａ組,戊Ａ組,32,31,P443,14,7,0,67,13,,丁組,32,O,29,O,28,X,26,X,30,O,,,3
戊Ａ組戰績表.xlsx,戊Ａ組,戊Ａ組,33,32,P535,10,6,0,57,17,,丁組,31,X,33,X,空,O,36,O,35,O,,,3
戊Ａ組戰績表.xlsx,戊Ａ組,戊Ａ組,34,33,P224,16,9,0,60,10,,丁組,34,X,32,O,30,O,4↓,O,26,X,,,3
戊Ａ組戰績表.xlsx,戊Ａ組,戊Ａ組,35,34,P612,15,0,0,76,1,加賽,丁組,33,O,37,O,35,O,1↓,O,7,O,,,5
戊Ａ組戰績表.xlsx,戊Ａ組,戊Ａ組,36,35,P274,17,12,0,55,21,,,36,O,2↓,O,34,X,37,X,32,X,,,2
戊Ａ組戰績表.xlsx,戊Ａ組,戊Ａ組,37,36,P256,10,9,0,49,28,,丁組,35,X,空,O,37,X,32,X,20,O,,,2
戊Ａ組戰績表.xlsx,戊Ａ組,戊Ａ組,38,37,P560,12,5,0,60,6,,丁組,空,O,34,X,36,O,35,O,28,O,,,4
戊Ｂ組戰績表.xlsx,戊Ｂ組,戊Ｂ組,2,1,P448,15,10,0,62,19,,,2,O,4,X,5,X,30↑,O,7,X,,,2
戊Ｂ組戰績表.xlsx,戊Ｂ組,戊Ｂ組,3,2,P552,14,9,0,60,21,,,1,X,32↑,O,7,O,4,X,8,X,,,2
戊Ｂ組戰績表.xlsx,戊Ｂ組,戊Ｂ組,4,3,P379,12,10,0,59,22,,,4,X,5,X,10,O,7,X,11,O,,,2
戊Ｂ組戰績表.xlsx,戊Ｂ組,戊Ｂ組,5,4,P540,12,3,0,72,6,,丁組,3,O,1,O,6,X,2,O,5,O,,,4
戊Ｂ組戰績表.xlsx,戊Ｂ組,戊Ｂ組,6,5,P073,13,7,0,69,10,,丁組,6,X,3,O,1,O,9,O,4,X,,,3
戊Ｂ組戰績表.xlsx,戊Ｂ組,戊Ｂ組,7,6,P023,18,8,0,67,7,,丁組,5,O,7,O,4,O,15,X,13,X,,,3
戊Ｂ組戰績表.xlsx,戊Ｂ組,戊Ｂ組,8,7,P158,12,5,0,68,14,,丁組,8,O,6,X,2,X,3,O,1,O,,,3
戊Ｂ組戰績表.xlsx,戊Ｂ組,戊Ｂ組,9,8,P054,9,5,0,60,17,,丁組,7,X,10,O,9,X,11,O,2,O,,,3
戊Ｂ組戰績表.xlsx,戊Ｂ組,戊Ｂ組,10,9,P676,12,8,0,54,25,,,10,O,12,X,8,O,5,X,14,X,,,2
戊Ｂ組戰績表.xlsx,戊Ｂ組,戊Ｂ組,11,10,P291,8,8,0,46,32,,,9,X,8,X,3,X,17,X,空,O,,,1
戊Ｂ組戰績表.xlsx,戊Ｂ組,戊Ｂ組,12,11,P263,14,11,0,58,29,,,12,X,14,O,13,X,8,X,3,X,,,1
戊Ｂ組戰績表.xlsx,戊Ｂ組,戊Ｂ組,13,12,P653,14,11,0,68,20,,,11,O,9,O,15,X,13,X,16,X,,,2
戊Ｂ組戰績表.xlsx,戊Ｂ組,戊Ｂ組,14,13,P697,13,4,0,73,4,,丁組,14,O,15,X,11,O,12,O,6,O,,,4
戊Ｂ組戰績表.xlsx,戊Ｂ組,戊Ｂ組,15,14,P553,10,5,0,63,16,,丁組,13,X,11,X,17,O,19,O,9,O,,,3
戊Ｂ組戰績表.xlsx,戊Ｂ組,戊Ｂ組,16,15,P063,17,5,0,73,2,,丁組,16,O,13,O,12,O,6,O,25,X,,,4
戊Ｂ組戰績表.xlsx,戊Ｂ組,戊Ｂ組,17,16,P207,12,7,0,70,12,,丁組,15,X,17,O,19,O,20,X,12,O,,,3
戊Ｂ組戰績表.xlsx,戊Ｂ組,戊Ｂ組,18,17,P302,13,12,0,57,30,,,18,X,16,X,14,X,10,O,19,X,,,1
戊Ｂ組戰績表.xlsx,戊Ｂ組,戊Ｂ組,19,18,P696,16,5,0,69,3,,丁組,17,O,20,O,24,O,25,X,28,O,,,4
