來源檔案,工作表,分組,原始列號,編號,匿名代碼,第一輔分,第二輔分,第三輔分,第四輔分,名次,註記,升段(組),第1場,第1場成績,第2場,第2場成績,第3場,第3場成績,第4場,第4場成績,第5場,第5場成績,第6場,第6場成績,勝場
五段組戰績表.xlsx,五段組,五段組,29,28,P195,18,6,0,111,20,,,27,X,30,O,31,O,25,O,32,O,19,X,4
五段組戰績表.xlsx,五段組,五段組,30,29,P687,17,7,0,110,22,,,30,O,32,X,27,O,33,X,25,O,31,O,4
五段組戰績表.xlsx,五段組,五段組,31,30,P175,16,11,0,103,39,,,29,X,28,X,34,X,40,O,36,O,35,O,3
五段組戰績表.xlsx,五段組,五段組,32,31,P684,18,11,1,107,34,,,32,X,34,O,28,X,27,O,26,O,29,X,3
五段組戰績表.xlsx,五段組,五段組,33,32,P295,22,12,0,112,28,,,31,O,29,O,25,O,22,X,28,X,33,X,3
五段組戰績表.xlsx,五段組,五段組,34,33,P056,18,7,0,119,18,,,34,O,35,X,37,O,29,O,38,X,32,O,4
五段組戰績表.xlsx,五段組,五段組,35,34,P412,18,11,0,104,35,,,33,X,31,X,30,O,36,O,35,O,41,X,3
五段組戰績表.xlsx,五段組,五段組,36,35,P538,22,16,0,103,46,,,36,O,33,O,39,X,38,X,34,X,30,X,2
五段組戰績表.xlsx,五段組,五段組,37,36,P494,11,9,0,112,60,,,35,X,37,X,40,O,34,X,30,X,27,O,2
五段組戰績表.xlsx,五段組,五段組,38,37,P597,20,18,0,96,61,,,38,X,36,O,33,X,41,X,49,X,51,X,1
五段組戰績表.xlsx,五段組,五段組,39,38,P148,20,5,0,123,6,,,37,O,39,X,41,O,35,O,33,O,22,O,5
五段組戰績表.xlsx,五段組,五段組,40,39,P135,20,5,1,123,5,,,40,O,38,O,35,O,48,X,43,O,52,O,5
五段組戰績表.xlsx,五段組,五段組,41,40,P049,17,16,0,86,64,,,39,X,42,X,36,X,30,X,7,O,56,X,1
五段組戰績表.xlsx,五段組,五段組,42,41,P093,19,8,0,117,16,,,42,O,43,X,38,X,37,O,44,O,34,O,4
五段組戰績表.xlsx,五段組,五段組,43,42,P002,16,7,0,115,25,,,41,X,40,O,44,O,43,X,46,O,45,O,4
五段組戰績表.xlsx,五段組,五段組,44,43,P069,25,14,0,115,26,,,44,O,41,O,48,X,42,O,39,X,53,X,3
五段組戰績表.xlsx,五段組,五段組,45,44,P153,18,11,0,109,33,,,43,X,46,O,42,X,49,O,41,X,50,O,3
五段組戰績表.xlsx,五段組,五段組,46,45,P509,20,13,0,104,30,,,46,O,48,X,49,O,50,O,52,X,42,X,3
五段組戰績表.xlsx,五段組,五段組,47,46,P528,16,13,1,96,52,,,45,X,44,X,47,O,51,O,42,X,49,X,2
五段組戰績表.xlsx,五段組,五段組,48,47,P714,14,14,0,74,66,,,48,X,49,X,46,X,56,X,空,O,58,X,1
五段組戰績表.xlsx,五段組,五段組,49,48,P415,21,5,0,121,4,,六段,47,O,45,O,43,O,39,O,3↓,X,68,O,5
五段組戰績表.xlsx,五段組,五段組,50,49,P385,12,8,0,109,45,,,50,X,47,O,45,X,44,X,37,O,46,O,3
五段組戰績表.xlsx,五段組,五段組,51,50,P331,21,14,0,107,48,,,49,O,52,O,53,X,45,X,54,X,44,X,2
五段組戰績表.xlsx,五段組,五段組,52,51,P305,16,13,0,100,53,,,52,X,54,X,56,O,46,X,55,X,37,O,2
五段組戰績表.xlsx,五段組,五段組,53,52,P631,18,7,0,114,19,,,51,O,50,X,54,O,57,O,45,O,39,X,4
五段組戰績表.xlsx,五段組,五段組,54,53,P490,21,9,0,122,12,,,54,O,55,O,50,O,69,X,67,X,43,O,4
五段組戰績表.xlsx,五段組,五段組,55,54,P318,18,8,0,109,17,,,53,X,51,O,52,X,55,O,50,O,59,O,4
五段組戰績表.xlsx,五段組,五段組,56,55,P670,16,10,0,105,40,,,56,O,53,X,57,X,54,X,51,O,61,O,3
五段組戰績表.xlsx,五段組,五段組,57,56,P680,12,10,0,93,59,,,55,X,58,X,51,X,47,O,62,X,40,O,2
五段組戰績表.xlsx,五段組,五段組,58,57,P373,19,14,0,97,50,,,58,O,60,X,55,O,52,X,59,X,66,X,2
五段組戰績表.xlsx,五段組,五段組,59,58,P312,13,10,0,95,58,,,57,X,56,O,61,X,59,X,66,X,47,O,2
五段組戰績表.xlsx,五段組,五段組,60,59,P625,17,10,0,102,38,,,60,X,61,X,66,O,58,O,57,O,54,X,3
五段組戰績表.xlsx,五段組,五段組,61,60,P322,19,10,0,120,14,,,59,O,57,O,63,X,67,X,61,O,5↓,O,4
五段組戰績表.xlsx,五段組,五段組,62,61,P071,19,14,0,101,49,,,62,X,59,O,58,O,68,X,60,X,55,X,2
五段組戰績表.xlsx,五段組,五段組,63,62,P279,17,12,0,115,36,,,61,O,63,X,64,X,65,X,56,O,13↓,O,3
五段組戰績表.xlsx,五段組,五段組,64,63,P082,24,6,0,121,2,,六段,64,O,62,O,60,O,1↓,O,69,O,12,X,5
五段組戰績表.xlsx,五段組,五段組,65,64,P229,21,13,0,108,29,,,63,X,66,O,62,O,4↓,O,68,X,65,X,3
五段組戰績表.xlsx,五段組,五段組,66,65,P141,20,9,0,108,13,,,66,O,69,X,67,X,62,O,8↓,O,64,O,4
五段組戰績表.xlsx,五段組,五段組,67,66,P021,14,10,0,90,42,,,65,X,64,X,59,X,空,O,58,O,57,O,3
五段組戰績表.xlsx,五段組,五段組,68,67,P603,20,4,0,101,7,,,68,X,空,O,65,O,60,O,53,O,69,O,5
五段組戰績表.xlsx,五段組,五段組,69,68,P446,19,9,0,113,15,,,67,O,2↓,O,69,X,61,O,64,O,48,X,4
五段組戰績表.xlsx,五段組,五段組,70,69,P276,22,10,0,104,10,,,空,O,65,O,68,O,53,O,63,X,67,X,4
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,2,1,P506,13,9,0,65,29,,,2,X,3,O,43↑,O,4,X,11,X,,,2
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,3,2,P319,16,9,0,70,10,,,1,O,4,O,6,X,38↑,X,13,O,,,3
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,4,3,P374,10,7,0,61,33,,,4,X,1,X,44↑,O,5,X,14,O,,,2
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,5,4,P081,14,8,0,68,15,,,3,O,2,X,5,O,1,O,19↑,X,,,3
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,6,5,P219,15,12,0,61,23,,,6,X,8,O,4,X,3,O,40↑,X,,,2
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,7,6,P708,13,0,0,80,2,加賽,,5,O,7,O,2,O,12,O,38,O,,,5
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,8,7,P307,15,14,0,59,36,,,8,O,6,X,9,X,11,X,39↑,X,,,1
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,9,8,P309,9,9,0,58,42,,,7,X,5,X,11,X,41↑,X,42,O,,,1
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,10,9,P711,14,7,0,70,16,,,10,O,12,X,7,O,13,O,21,X,,,3
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,11,10,P272,14,3,0,71,7,,,9,X,11,O,15,O,18,O,12,O,,,4
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,12,11,P098,11,7,0,68,19,,,12,X,10,X,8,O,7,O,1,O,,,3
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,13,12,P076,17,9,0,65,9,,,11,O,9,O,13,O,6,X,10,X,,,3
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,14,13,P428,13,9,0,68,28,,,14,O,16,O,12,X,9,X,2,X,,,2
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,15,14,P517,11,9,0,54,37,,,13,X,15,X,17,O,16,X,3,X,,,1
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,16,15,P635,13,10,0,65,27,,,16,X,14,O,10,X,20,O,18,X,,,2
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,17,16,P486,10,5,0,65,20,,,15,O,13,X,18,X,14,O,23,O,,,3
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,18,17,P012,8,6,0,61,35,,,18,X,20,X,14,X,22,O,26,O,,,2
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,19,18,P020,16,9,0,59,11,,,17,O,19,X,16,O,10,X,15,O,,,3
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,20,19,P413,14,0,0,75,1,加賽,,20,O,18,O,24,O,31,O,4↓,O,,,5
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,21,20,P225,14,11,0,55,24,,,19,X,17,O,21,X,15,X,27,O,,,2
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,22,21,P544,11,3,0,66,8,,,22,O,24,X,20,O,23,O,9,O,,,4
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,23,22,P240,10,9,0,51,41,,,21,X,23,X,26,X,17,X,37↑,O,,,1
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,24,23,P091,12,10,0,56,32,,,24,X,22,O,27,O,21,X,16,X,,,2
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,25,24,P534,16,8,0,64,12,,,23,O,21,O,19,X,25,X,28,O,,,3
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,26,25,P388,13,7,0,70,17,,,26,O,28,O,31,X,24,O,33,X,,,3
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,27,26,P043,10,9,1,48,40,,,25,X,27,X,22,O,29,X,17,X,,,1
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,28,27,P364,9,8,0,63,43,,,28,X,26,O,23,X,30,X,20,X,,,1
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,29,28,P019,14,10,0,61,25,,,27,O,25,X,29,O,33,X,24,X,,,2
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,30,29,P669,8,4,0,59,22,,,30,X,32,O,28,X,26,O,34,O,,,3
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,31,30,P591,13,9,0,55,30,,,29,O,31,X,35,X,27,O,41,X,,,2
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,32,31,P674,15,9,0,65,13,,,32,O,30,O,25,O,19,X,36,X,,,3
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,33,32,P169,10,10,0,51,39,,,31,X,29,X,34,X,42,O,44,X,,,1
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,34,33,P637,15,4,1,71,4,,,34,O,36,O,38,X,28,O,25,O,,,4
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,35,34,P304,12,10,0,57,31,,,33,X,35,X,32,O,37,O,29,X,,,2
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,36,35,P636,14,8,0,69,14,,,36,X,34,O,30,O,40,X,43,O,,,3
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,37,36,P317,15,4,0,70,5,,,35,O,33,X,39,O,43,O,31,O,,,4
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,38,37,P358,10,10,0,59,38,,,38,X,39,X,42,O,34,X,22↓,X,,,1
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,39,38,P713,17,5,0,69,3,,,37,O,40,O,33,O,2↓,O,6,X,,,4
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,40,39,P106,12,8,0,63,18,,,40,X,37,O,36,X,44,O,7↓,O,,,3
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,41,40,P419,15,4,0,67,6,,,39,O,38,X,41,O,35,O,5↓,O,,,4
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,42,41,P114,9,6,0,59,21,,,42,O,43,X,40,X,8↓,O,30,O,,,3
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,43,42,P320,8,8,0,46,44,,,41,X,44,X,37,X,32,X,8,X,,,0
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,44,43,P390,14,9,0,59,26,,,44,O,41,O,1↓,X,36,X,35,X,,,2
入門Ａ組戰績表.xlsx,入門Ａ組,入門Ａ組,45,44,P345,8,7,0,54,34,,,43,X,42,O,3↓,X,39,X,32,O,,,2
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,2,1,P041,11,4,0,59,18,,,2,O,4,X,5,X,3,O,6,O,,,3
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,3,2,P497,10,5,0,58,20,,,1,X,3,O,6,X,10,O,4,O,,,3
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,4,3,P392,9,8,0,58,31,,,4,X,2,X,8,O,1,X,10,O,,,2
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,5,4,P045,15,10,0,61,22,,,3,O,1,O,7,X,37↑,X,2,X,,,2
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,6,5,P376,14,9,0,61,24,,,6,O,7,X,1,O,9,X,13,X,,,2
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,7,6,P682,11,8,0,56,29,,,5,X,8,O,2,O,11,X,1,X,,,2
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,8,7,P060,14,10,0,70,12,,,8,O,5,O,4,O,16,X,23↑,X,,,3
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,9,8,P173,10,10,0,51,40,,,7,X,6,X,3,X,40↑,X,27,X,,,0
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,10,9,P104,15,9,0,69,9,,,10,O,11,O,16,X,5,O,19,X,,,3
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,11,10,P427,12,11,0,56,34,,,9,X,12,O,11,X,2,X,3,X,,,1
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,12,11,P402,11,7,0,62,17,,,12,O,9,X,10,O,6,O,20,X,,,3
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,13,12,P095,11,9,0,57,35,,,11,X,10,X,15,O,13,X,21,X,,,1
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,14,13,P455,10,5,0,67,19,,,14,X,15,O,17,X,12,O,5,O,,,3
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,15,14,P111,16,9,0,66,8,,,13,O,16,X,20,X,21,O,17,O,,,3
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,16,15,P185,11,9,0,56,26,,,16,X,13,X,12,X,18,O,22,O,,,2
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,17,16,P438,15,0,0,73,2,加賽,,15,O,14,O,9,O,7,O,37,O,,,5
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,18,17,P705,15,11,0,66,21,,,18,O,19,X,13,O,20,X,14,X,,,2
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,19,18,P407,10,9,0,61,37,,,17,X,20,X,22,X,15,X,36↑,O,,,1
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,20,19,P524,17,5,0,73,3,,,20,O,17,O,23,X,24,O,9,O,,,4
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,21,20,P703,13,4,0,69,7,,,19,X,18,O,14,O,17,O,11,O,,,4
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,22,21,P521,13,11,0,67,25,,,22,O,23,X,24,X,14,X,12,O,,,2
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,23,22,P151,10,9,1,57,36,,,21,X,24,X,18,O,25,X,15,X,,,1
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,24,23,P090,16,0,0,74,1,加賽,,24,O,21,O,19,O,29,O,7↓,O,,,5
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,25,24,P064,14,9,0,65,13,,,23,X,22,O,21,O,19,X,25,O,,,3
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,26,25,P513,9,7,0,56,32,,,26,X,27,O,28,X,22,O,24,X,,,2
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,27,26,P115,14,10,0,64,23,,,25,O,28,O,29,X,32,X,39,X,,,2
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,28,27,P477,7,7,0,50,39,,,28,X,25,X,31,X,35,X,8,O,,,1
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,29,28,P493,11,8,0,57,28,,,27,O,26,X,25,O,33,X,38,X,,,2
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,30,29,P583,16,5,0,69,5,,,30,O,32,O,26,O,23,X,33,O,,,4
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,31,30,P451,12,7,0,64,16,,,29,X,31,O,32,X,36,O,40,O,,,3
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,32,31,P047,11,9,0,56,26,,,32,X,30,X,27,O,39,X,35,O,,,2
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,33,32,P695,15,8,0,67,10,,,31,O,29,X,30,O,26,O,34,X,,,3
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,34,33,P568,12,8,0,62,15,,,34,X,35,O,36,O,28,O,29,X,,,3
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,35,34,P241,14,4,0,71,6,,,33,O,36,O,37,X,38,O,32,O,,,4
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,36,35,P617,9,8,0,52,38,,,36,X,33,X,40,X,27,O,31,X,,,1
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,37,36,P573,12,11,0,57,33,,,35,O,34,X,33,X,30,X,18↓,X,,,1
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,38,37,P585,17,5,0,72,4,,,38,O,39,O,34,O,4↓,O,16,X,,,4
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,39,38,P213,15,8,0,65,11,,,37,X,40,O,39,O,34,X,28,O,,,3
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,40,39,P356,13,7,0,67,14,,,40,O,37,X,38,X,31,O,26,O,,,3
入門Ｂ組戰績表.xlsx,入門Ｂ組,入門Ｂ組,41,40,P515,10,9,0,59,30,,,39,X,38,X,35,O,8↓,O,30,X,,,2
六七段組戰績表.xlsx,六七段組,六七段組,2,1,P699,18,13,0,104,29,,,2,X,62↑,X,8,O,7,O,4,X,5,O,3
六七段組戰績表.xlsx,六七段組,六七段組,3,2,P090,22,0,0,133,1,,,1,O,3,O,5,O,15,O,22,O,50,O,6
六七段組戰績表.xlsx,六七段組,六七段組,4,3,P683,21,15,0,110,24,,,4,O,2,X,7,O,5,O,12,X,10,X,3
六七段組戰績表.xlsx,六七段組,六七段組,5,4,P444,15,10,0,102,37,,,3,X,6,O,9,X,58↑,O,1,O,13,X,3
六七段組戰績表.xlsx,六七段組,六七段組,6,5,P198,17,16,0,106,45,,,6,O,7,O,2,X,3,X,60↑,X,1,X,2
六七段組戰績表.xlsx,六七段組,六七段組,7,6,P065,5,5,0,32,62,,,5,X,4,X,棄,,,,,,,,0
六七段組戰績表.xlsx,六七段組,六七段組,8,7,P673,16,14,0,105,57,,,8,O,5,X,3,X,1,X,57↑,X,11,X,1
六七段組戰績表.xlsx,六七段組,六七段組,9,8,P330,14,11,0,98,53,,,7,X,9,X,1,X,17,O,11,O,59↑,X,2
六七段組戰績表.xlsx,六七段組,六七段組,10,9,P382,20,13,0,103,25,,,10,X,8,O,4,O,12,X,13,X,14,O,3
六七段組戰績表.xlsx,六七段組,六七段組,11,10,P642,19,9,0,118,17,,,9,O,12,X,11,O,16,X,14,O,3,O,4
六七段組戰績表.xlsx,六七段組,六七段組,12,11,P190,18,15,0,104,43,,,12,X,14,O,10,X,13,X,8,X,7,O,2
六七段組戰績表.xlsx,六七段組,六七段組,13,12,P611,21,5,0,128,6,,,11,O,10,O,15,X,9,O,3,O,16,O,5
六七段組戰績表.xlsx,六七段組,六七段組,14,13,P030,19,9,0,118,17,,,14,O,15,X,16,X,11,O,9,O,4,O,4
六七段組戰績表.xlsx,六七段組,六七段組,15,14,P070,15,13,0,104,50,,,13,X,11,X,17,O,18,O,10,X,9,X,2
六七段組戰績表.xlsx,六七段組,六七段組,16,15,P245,27,6,0,128,2,,,16,O,13,O,12,O,2,X,19,O,22,O,5
六七段組戰績表.xlsx,六七段組,六七段組,17,16,P301,23,10,0,116,10,,,15,X,17,O,13,O,10,O,20,O,12,X,4
六七段組戰績表.xlsx,六七段組,六七段組,18,17,P015,12,11,0,94,61,,,18,X,16,X,14,X,8,X,23,O,31,X,1
六七段組戰績表.xlsx,六七段組,六七段組,19,18,P616,16,15,0,94,56,,,17,O,20,X,19,X,14,X,21,X,38,X,1
六七段組戰績表.xlsx,六七段組,六七段組,20,19,P222,18,9,0,111,19,,,20,X,21,O,18,O,25,O,15,X,24,O,4
六七段組戰績表.xlsx,六七段組,六七段組,21,20,P440,18,8,0,115,20,,,19,O,18,O,22,X,26,O,16,X,27,O,4
六七段組戰績表.xlsx,六七段組,六七段組,22,21,P609,15,11,0,106,36,,,22,X,19,X,23,O,24,X,18,O,25,O,3
六七段組戰績表.xlsx,六七段組,六七段組,23,22,P646,25,11,0,118,8,,,21,O,24,O,20,O,29,O,2,X,15,X,4
六七段組戰績表.xlsx,六七段組,六七段組,24,23,P361,12,12,0,73,60,,,24,X,26,X,21,X,28,X,17,X,空,O,1
六七段組戰績表.xlsx,六七段組,六七段組,25,24,P290,16,10,0,105,35,,,23,O,22,X,26,X,21,O,25,O,19,X,3
六七段組戰績表.xlsx,六七段組,六七段組,26,25,P576,19,14,0,102,41,,,26,O,27,O,29,X,19,X,24,X,21,X,2
六七段組戰績表.xlsx,六七段組,六七段組,27,26,P719,16,12,0,96,49,,,25,X,23,O,24,O,20,X,27,X,28,X,2
六七段組戰績表.xlsx,六七段組,六七段組,28,27,P092,17,10,0,101,34,,,28,O,25,X,30,X,31,O,26,O,20,X,3
六七段組戰績表.xlsx,六七段組,六七段組,29,28,P177,14,9,0,94,39,,,27,X,30,X,34,X,23,O,31,O,26,O,3
六七段組戰績表.xlsx,六七段組,六七段組,30,29,P086,20,9,0,119,13,,,30,O,32,O,25,O,22,X,37,X,33,O,4
六七段組戰績表.xlsx,六七段組,六七段組,31,30,P498,20,8,0,113,16,,,29,X,28,O,27,O,33,O,41,X,35,O,4
六七段組戰績表.xlsx,六七段組,六七段組,32,31,P380,14,11,0,92,54,,,32,X,34,O,33,X,27,X,28,X,17,O,2
六七段組戰績表.xlsx,六七段組,六七段組,33,32,P288,17,13,0,102,46,,,31,O,29,X,36,X,34,O,33,X,39,X,2
六七段組戰績表.xlsx,六七段組,六七段組,34,33,P174,17,11,0,109,32,,,34,O,35,X,31,O,30,X,32,O,29,X,3
六七段組戰績表.xlsx,六七段組,六七段組,35,34,P431,15,10,0,95,52,,,33,X,31,X,28,O,32,X,38,O,45,X,2
六七段組戰績表.xlsx,六七段組,六七段組,36,35,P565,23,14,0,119,23,,,36,O,33,O,40,X,37,X,39,O,30,X,3
六七段組戰績表.xlsx,六七段組,六七段組,37,36,P654,17,11,0,116,31,,,35,X,38,O,32,O,41,X,46,O,48,X,3
六七段組戰績表.xlsx,六七段組,六七段組,38,37,P661,21,5,0,125,7,,,38,O,40,X,39,O,35,O,29,O,41,O,5
六七段組戰績表.xlsx,六七段組,六七段組,39,38,P084,16,13,0,103,48,,,37,X,36,X,42,O,39,X,34,X,18,O,2
六七段組戰績表.xlsx,六七段組,六七段組,40,39,P311,19,13,0,117,27,,,40,X,42,O,37,X,38,O,35,X,32,O,3
六七段組戰績表.xlsx,六七段組,六七段組,41,40,P644,25,5,0,135,4,,,39,O,37,O,35,O,43,O,50,X,60,O,5
六七段組戰績表.xlsx,六七段組,六七段組,42,41,P639,22,10,0,113,12,,,42,O,43,X,45,O,36,O,30,O,37,X,4
六七段組戰績表.xlsx,六七段組,六七段組,43,42,P160,15,12,0,100,51,,,41,X,39,X,38,X,44,O,45,X,55,O,2
六七段組戰績表.xlsx,六七段組,六七段組,44,43,P422,23,5,0,122,5,,,44,O,41,O,48,O,40,X,49,O,62,O,5
六七段組戰績表.xlsx,六七段組,六七段組,45,44,P338,13,12,0,89,55,,,43,X,46,X,47,X,42,X,空,O,61,O,2
六七段組戰績表.xlsx,六七段組,六七段組,46,45,P007,17,11,0,108,33,,,46,O,48,X,41,X,47,X,42,O,34,O,3
六七段組戰績表.xlsx,六七段組,六七段組,47,46,P547,18,13,0,102,44,,,45,X,44,O,49,X,52,O,36,X,47,X,2
六七段組戰績表.xlsx,六七段組,六七段組,48,47,P679,18,11,0,110,30,,,48,X,49,X,44,O,45,O,51,X,46,O,3
六七段組戰績表.xlsx,六七段組,六七段組,49,48,P501,20,9,0,116,14,,,47,O,45,O,43,X,49,X,58,O,36,O,4
六七段組戰績表.xlsx,六七段組,六七段組,50,49,P577,22,10,0,124,11,,,50,X,47,O,46,O,48,O,43,X,51,O,4
六七段組戰績表.xlsx,六七段組,六七段組,51,50,P131,25,6,0,132,3,,,49,O,51,O,56,O,60,O,40,O,2,X,5
六七段組戰績表.xlsx,六七段組,六七段組,52,51,P562,20,12,0,116,26,,,52,O,50,X,54,O,56,X,47,O,49,X,3
六七段組戰績表.xlsx,六七段組,六七段組,53,52,P434,15,9,0,98,38,,,51,X,53,O,57,X,46,X,55,O,54,O,3
六七段組戰績表.xlsx,六七段組,六七段組,54,53,P630,13,9,0,93,40,,,54,X,52,X,55,O,59,X,61,O,58,O,3
六七段組戰績表.xlsx,六七段組,六七段組,55,54,P204,17,13,0,96,47,,,53,O,56,X,51,X,61,O,59,X,52,X,2
六七段組戰績表.xlsx,六七段組,六七段組,56,55,P230,13,13,0,81,59,,,56,X,58,X,53,X,空,O,52,X,42,X,1
六七段組戰績表.xlsx,六七段組,六七段組,57,56,P650,19,13,0,112,28,,,55,O,54,O,50,X,51,O,62,X,57,X,3
六七段組戰績表.xlsx,六七段組,六七段組,58,57,P144,17,8,0,113,21,,,58,O,60,X,52,O,62,X,7↓,O,56,O,4
六七段組戰績表.xlsx,六七段組,六七段組,59,58,P197,19,14,0,92,42,,,57,X,55,O,59,O,4↓,X,48,X,53,X,2
六七段組戰績表.xlsx,六七段組,六七段組,60,59,P563,14,6,0,102,22,,,60,X,61,O,58,X,53,O,54,O,8↓,O,4
六七段組戰績表.xlsx,六七段組,六七段組,61,60,P046,24,10,0,118,9,,,59,O,57,O,62,O,50,X,5↓,O,40,X,4
六七段組戰績表.xlsx,六七段組,六七段組,62,61,P231,15,15,0,77,58,,,62,X,59,X,空,O,54,X,53,X,44,X,1
六七段組戰績表.xlsx,六七段組,六七段組,63,62,P347,20,9,0,116,14,,,61,O,1↓,O,60,X,57,O,56,O,43,X,4
初段組戰績表.xlsx,初段組,初段組,2,1,P344,17,10,0,65,8,,,2,O,4,O,5,O,10,X,18↑,X,,,3
初段組戰績表.xlsx,初段組,初段組,3,2,P710,11,10,0,57,35,,,1,X,3,X,6,O,8,X,38↑,X,,,1
初段組戰績表.xlsx,初段組,初段組,4,3,P397,10,8,0,59,31,,,4,X,2,O,7,X,9,X,6,O,,,2
